('INTERNALID','ROUTES_161'),
('N21050','1'),
('N21050','75'),
('N21050','91'),
('N70096','P10'),
('N21110','P10'),
('N21140','1'),
('N21140','P10'),
('N21180','1'),
('N21180','75'),
('N21180','91'),
('N21200','1'),
('N21200','P10'),
('N21220','1'),
('N21220','78'),
('N21220','P16'),
('N21220','P78'),
('N22405','P10'),
('N21245','P10'),
('N71249','P10'),
('N71279','1'),
('N71279','78'),
('N71279','P16'),
('N71279','P78'),
('N21280','1'),
('N21290','1'),
('N21300','P10'),
('N21310','P10'),
('N21340','1'),
('N21340','P10'),
('N21345','P10'),
('N21360','P10'),
('N21380','1'),
('N21370','1'),
('N21390','P10'),
('N22070','1'),
('N22070','75'),
('N22070','91'),
('N21400','1'),
('N21440','1'),
('N21450','P10'),
('N21460','P10'),
('N21470','P10'),
('N21480','P10'),
('N21960','1'),
('N21960','P10'),
('N21530','1'),
('N21530','P10'),
('N70105','P10'),
('N21590','1'),
('N21600','1'),
('N21600','75'),
('N21600','91'),
('N21210','P10'),
('N21100','1'),
('N21100','75'),
('N21100','91'),
('N21630','1'),
('N21630','P10'),
('N21635','P10'),
('N21640','P10'),
('N21650','1'),
('N21650','P10'),
('N21660','P10'),
('N21680','P10'),
('N71265','1'),
('N21710','P10'),
('N21715','P10'),
('N21740','1'),
('N21740','P10'),
('N21770','P10'),
('N21790','1'),
('N21790','P10'),
('N22670','1'),
('N22670','P10'),
('N21910','1'),
('N21910','75'),
('N21910','91'),
('N21890','P10'),
('N21920','P10'),
('N21925','P10'),
('N22000','1'),
('N22000','78'),
('N22000','P16'),
('N22000','P78'),
('N22005','1'),
('N22005','75'),
('N22005','91'),
('N22030','1'),
('N22030','75'),
('N22030','91'),
('N22040','1'),
('N22040','P10'),
('N22060','1'),
('N22060','P10'),
('N22680','1'),
('N22680','75'),
('N22680','91'),
('N22780','1'),
('N22780','P10'),
('N22690','1'),
('N22690','75'),
('N22690','91'),
('N22440','75'),
('N22440','91'),
('N22700','1'),
('N22700','P10'),
('N22200','1'),
('N71280','1'),
('N71280','78'),
('N71280','P16'),
('N71280','P78'),
('N22100','1'),
('N22100','P10'),
('N22120','1'),
('N22120','P10'),
('N22130','1'),
('N22130','P10'),
('N22145','1'),
('N22150','1'),
('N22445','1'),
('N22445','78'),
('N22445','P16'),
('N22445','P78'),
('N71288','P10'),
('N22160','P10'),
('N22180','1'),
('N22180','P10'),
('N20700','1'),
('N22210','1'),
('N22210','75'),
('N22210','91'),
('N22220','1'),
('N22260','1'),
('N22260','75'),
('N22260','91'),
('N20705','1'),
('N22270','1'),
('N22270','P10'),
('N22330','1'),
('N22320','1'),
('N22320','75'),
('N22320','91'),
('N70097','P10'),
('N22380','1'),
('N22380','P10'),
('N22400','1'),
('N22400','78'),
('N22400','P16'),
('N22400','P78'),
('N22420','1'),
('N22510','1'),
('N22510','78'),
('N22510','P16'),
('N22510','P78'),
('N22430','1'),
('N22430','P10'),
('N22540','1'),
('N22540','P10'),
('N70106','P10'),
('N22580','1'),
('N22580','P10'),
('N22590','1'),
('N22590','P10'),
('N71264','1'),
('N22650','1'),
('N22650','P10'),
('N22770','1'),
('N21895','P10'),
('N22790','1'),
('N22790','78'),
('N22790','P16'),
('N22790','P78'),
('N22810','1'),
('N22810','75'),
('N22810','91'),
('N22820','1'),
('N22820','P10'),
('N22830','1'),
('N22830','P10'),
('N20750','1'),
('N20810','1'),
('N20760','1'),
('N20490','13'),
('N20500','13'),
('E23400','87'),
('E23410','87'),
('E23420','87'),
('E23430','87'),
('E23440','64'),
('E23440','87'),
('E23630','64'),
('E23630','87'),
('E23445','64'),
('E23445','87'),
('E23450','87'),
('E23460','87'),
('E23470','87'),
('E23480','87'),
('E23490','87'),
('E23500','87'),
('E23510','87'),
('E70246','64'),
('E23530','64'),
('E23530','87'),
('E23540','64'),
('E23540','87'),
('E23550','87'),
('E23560','87'),
('E23570','87'),
('E23590','64'),
('E23590','87'),
('E23600','87'),
('E23605','64'),
('E23605','87'),
('E23610','87'),
('E23620','87'),
('E70243','64'),
('X06122','36'),
('X10475','36'),
('N71277','91'),
('N71268','91'),
('N71269','91'),
('S19200','Y45'),
('S19210','Y45'),
('S11470','Y45'),
('S19220','Y45'),
('S19230','Y45'),
('S19240','Y45'),
('S30210','Y45'),
('S19270','Y45'),
('S19280','Y45'),
('S19310','44'),
('S19320','44'),
('S19330','44'),
('S19340','44'),
('S19350','44'),
('S45320','44'),
('E55498','79'),
('S19380','53'),
('S19380','53L'),
('S19380','57'),
('S19380','59'),
('S19380','61D'),
('S19380','64'),
('X06720','36'),
('X06730','36'),
('X06740','36'),
('X06660','36'),
('X06670','36'),
('X06700','36'),
('X06760','36'),
('X06770','36'),
('X06800','36'),
('X06810','36'),
('X06790','36'),
('N23850','11'),
('W70155','21'),
('W07590','21'),
('W07600','21'),
('W07620','21'),
('W07850','21'),
('W07730','21'),
('W07630','21'),
('W07640','21'),
('W70154','21'),
('W07680','21'),
('W07690','21'),
('W07720','21'),
('W07750','21'),
('W07840','21'),
('W07790','21'),
('W07780','21'),
('W07830','21'),
('W07800','21'),
('W07700','21'),
('W07890','21'),
('W07665','21'),
('W07870','21'),
('W07990','21'),
('W07930','21'),
('W07940','21'),
('W07980','21'),
('W07820','21'),
('W07970','21'),
('W07880','21'),
('W07915','21'),
('W08010','21'),
('X07000','40'),
('X06860','40'),
('E25000','59'),
('E25000','68'),
('E25000','P68'),
('S70428','60'),
('E25010','59'),
('X06890','40'),
('X06910','40'),
('X06940','40'),
('X06990','40'),
('X07010','40'),
('X07030','40'),
('X70057','40'),
('X70056','40'),
('X07040','40'),
('X07050','40'),
('N24030','2'),
('S20440','52L'),
('S20440','59'),
('S20440','61C'),
('S20440','P7'),
('S20445','59'),
('S20460','52L'),
('S20470','52L'),
('S20470','59'),
('S20495','52L'),
('S20497','52L'),
('S20500','52L'),
('S20510','52L'),
('N23940','2'),
('N71282','2'),
('N23970','2'),
('N23970','P13'),
('N24180','19L'),
('N24000','2'),
('N24120','2'),
('N24120','P13'),
('N24002','2'),
('N24002','P13'),
('N24220','19L'),
('N24005','2'),
('N24005','P13'),
('N24020','2'),
('N24070','2'),
('N24080','2'),
('N24090','2'),
('N24100','2'),
('N24100','P13'),
('N24250','19L'),
('N24110','2'),
('N24110','P13'),
('N24260','19L'),
('S20505','52L'),
('N23990','2'),
('N23990','P13'),
('N24280','19L'),
('N24290','19L'),
('N24040','2'),
('N24140','2'),
('N24140','P13'),
('N24150','2'),
('N24150','P13'),
('P02030','G2'),
('P02030','G3'),
('P02030','P17'),
('P02030','P69'),
('P02030','P7'),
('P02030','P76'),
('P02030','P78'),
('E25020','68'),
('E25020','P68'),
('P01936','P7'),
('P01936','P17'),
('P01936','P69'),
('P01936','P76'),
('P01936','P78'),
('E25030','68'),
('E25030','P68'),
('P02060','87'),
('P02060','P1'),
('P02060','P2'),
('P01970','P12'),
('P01970','P16'),
('P01970','P67'),
('P02080','P17'),
('P02080','P7'),
('P02080','P69'),
('P02080','P76'),
('P02080','P78'),
('E25040','68'),
('E25040','P68'),
('P02120','87'),
('P02120','P1'),
('P02120','P2'),
('P02120','P68'),
('P02120','P71'),
('P02130','19L'),
('P01940','19L'),
('P01940','P12'),
('P01940','P16'),
('P01940','P67'),
('S70430','56'),
('E70142','58'),
('E25090','58'),
('E25362','58'),
('E25100','58'),
('E25200','58'),
('E25335','58'),
('E25337','58'),
('E25339','58'),
('E25340','58'),
('E25352','58'),
('E25370','58'),
('E25085','56'),
('E25085','57'),
('E25360','58'),
('E25367','58'),
('E25351','58'),
('E70376','58'),
('E25353','58'),
('E25338','58'),
('E25348','56'),
('E25348','57'),
('E25348','58'),
('E25347','58'),
('E25357','58'),
('E25358','58'),
('E25346','58'),
('E25355','58'),
('E25328','58'),
('E25364','58'),
('E25366','58'),
('E25075','58'),
('E25365','58'),
('E25363','58'),
('E25368','58'),
('E25369','58'),
('E25371','58'),
('E25375','58'),
('X07080','40'),
('E70877','59'),
('E25457','P76'),
('E70873','59'),
('E70880','59'),
('E25465','P76'),
('E25560','P76'),
('E70875','59'),
('E70878','59'),
('E70874','59'),
('E25750','P76'),
('E70872','59'),
('E70876','59'),
('E25767','P76'),
('E70879','59'),
('E70881','59'),
('S21330','52L'),
('S21340','52L'),
('S21340','59'),
('S21350','52L'),
('S21360','52L'),
('S21410','52L'),
('S21430','52L'),
('S21470','52L'),
('S21620','52L'),
('S21580','52L'),
('S21420','52L'),
('S21590','52L'),
('S21600','52L'),
('S21540','52L'),
('W70127','38'),
('W08033','38'),
('W08034','38'),
('W08035','38'),
('W08036','38'),
('W08040','38'),
('W08043','38'),
('W08045','38'),
('W08047','38'),
('W08249','38'),
('W08049','38'),
('W08072','38'),
('W08073','38'),
('W08067','38'),
('W08076','38'),
('W08083','38'),
('W08086','38'),
('W08087','38'),
('W08120','38'),
('W70125','38'),
('W70128','38'),
('W08135','38'),
('W08210','38'),
('W08222','38'),
('W08223','38'),
('W08224','38'),
('W08226','38'),
('W08227','38'),
('W08079','38'),
('W08250','38'),
('W08252','38'),
('W08253','38'),
('W08254','38'),
('E25950','75'),
('E25950','87'),
('E70242','64'),
('E25960','79'),
('E25960','P17'),
('E26020','79'),
('E26020','P17'),
('E26040','79'),
('E26040','P17'),
('E26060','79'),
('E26060','P17'),
('X08050','43'),
('X08070','43'),
('S21700','44'),
('S21700','48'),
('S21700','54'),
('S21710','44'),
('S21710','51L'),
('S21705','48'),
('S21705','54'),
('E26103','58'),
('E70860','58'),
('E26400','71D'),
('E26410','71D'),
('E26420','71D'),
('E26430','71D'),
('E26440','71D'),
('E26460','71D'),
('E26450','P17'),
('E26480','P17'),
('E26370','71D'),
('E26500','71D'),
('E26510','71D'),
('E26520','71D'),
('E26530','71D'),
('E26540','P17'),
('E26550','71D'),
('E26560','71D'),
('E26570','71D'),
('E26590','71D'),
('E26600','71D'),
('E26610','71D'),
('E70292','71D'),
('E26620','P17'),
('E26630','71D'),
('E26640','71D'),
('E26490','P17'),
('E26650','P17'),
('E26660','71D'),
('E70290','71D'),
('E26670','71D'),
('E27220','59'),
('E27220','61B'),
('E27220','71'),
('E27220','P7'),
('E27230','59'),
('E27230','61B'),
('E27230','71'),
('E27240','59'),
('E27240','61B'),
('E27240','71'),
('E27240','P7'),
('E27250','59'),
('E27250','61B'),
('E27250','71'),
('E27250','P7'),
('S70475','56'),
('S70483','56'),
('S70476','56'),
('S70482','56'),
('E27510','61A'),
('E27520','61A'),
('E27530','61A'),
('E27390','59'),
('E27390','61A'),
('E27400','59'),
('E27400','61A'),
('E27420','59'),
('E27420','61A'),
('E27425','61A'),
('E27450','61A'),
('E27470','59'),
('E27470','61A'),
('E70764','59'),
('E70764','71'),
('E70764','P7'),
('E27500','61A'),
('E27460','59'),
('E27460','61A'),
('E27540','67'),
('E27540','69'),
('E27540','71D'),
('E27540','78'),
('E27540','79'),
('E27540','86'),
('E27550','71D'),
('E27550','86'),
('E27580','77'),
('E27640','67'),
('E27640','P12'),
('E28300','67'),
('E28300','P12'),
('N25360','11'),
('N25370','11'),
('N25380','11'),
('E28620','58'),
('E28620','93'),
('E28630','58'),
('E28630','93'),
('E70848','93'),
('E70849','93'),
('E28590','58'),
('E28590','93'),
('E70844','93'),
('E70853','93'),
('E70887','93'),
('E70840','93'),
('E70855','93'),
('E70843','93'),
('E28610','58'),
('E28610','93'),
('E70846','93'),
('E70856','93'),
('E70854','93'),
('E70850','93'),
('E28660','58'),
('E28660','93'),
('E70847','93'),
('E70842','93'),
('E28640','58'),
('E28640','93'),
('E70852','93'),
('E70841','93'),
('W08420','20'),
('W08460','20'),
('W08490','20'),
('W08490','24'),
('W08480','20'),
('W08480','24'),
('W08465','20'),
('W08465','24'),
('W08500','22'),
('W08510','22'),
('W70120','22'),
('W08540','22'),
('W08570','22'),
('W08580','22'),
('N25441','O5'),
('N25430','O5'),
('N25439','O5'),
('N25437','O5'),
('N25450','O5'),
('N25475','O5'),
('N25456','O5'),
('N25460','O5'),
('N25470','O5'),
('N25465','O5'),
('N71194','O5'),
('N25490','11'),
('N25510','11'),
('N25500','11'),
('N25520','11'),
('N25530','11'),
('W08700','20'),
('W08720','20'),
('W08586','20'),
('W08590','20'),
('W08610','20'),
('W70143','20'),
('W08740','20'),
('W08660','20'),
('W08760','20'),
('W70160','20'),
('W08800','20'),
('W08820','20'),
('E28690','69'),
('E28705','54'),
('E28720','54'),
('E28722','54'),
('E28725','54'),
('E28730','54'),
('E28910','71B'),
('E29210','71B'),
('E70365','71B'),
('E70423','71B'),
('E70814','71B'),
('E70815','71B'),
('E28970','71B'),
('E28860','71B'),
('E28880','71B'),
('E28980','71B'),
('E28990','71B'),
('E29000','71B'),
('E29000','75'),
('E29020','71B'),
('E29030','71B'),
('E29040','71B'),
('E29050','71B'),
('E29055','71B'),
('E29070','71B'),
('E29130','71B'),
('E29140','71B'),
('E29140','75'),
('E29057','71B'),
('E29150','71B'),
('E29160','71B'),
('E29170','71B'),
('E29180','71B'),
('E29190','71B'),
('E29077','71B'),
('E29220','71B'),
('E29105','71B'),
('E29240','71B'),
('E29240','75'),
('E70164','71B'),
('E55304','74'),
('X08113','36'),
('X08111','36'),
('X08115','36'),
('N26415','21'),
('E29363','89'),
('E29360','89'),
('E29361','89'),
('E70945','89'),
('E70886','58'),
('E70886','65'),
('E70886','93'),
('S70268','59'),
('S22270','59'),
('S22275','59'),
('S70192','59'),
('E29420','P12'),
('S22300','Y49'),
('S70229','Y49'),
('S22980','52L'),
('S23090','52L'),
('S22990','52L'),
('S23000','52L'),
('S23030','52L'),
('S23100','52L'),
('E29690','74'),
('E29700','74'),
('E29702','74'),
('E29710','74'),
('E29720','74'),
('E29730','74'),
('E29740','74'),
('E29750','74'),
('E29760','74'),
('E29780','74'),
('E29800','74'),
('E29820','74'),
('E29830','74'),
('E29850','74'),
('E29860','74'),
('E29870','74'),
('E29890','74'),
('E29900','74'),
('E29910','74'),
('E29920','74'),
('E29940','74'),
('E29950','74'),
('E29980','74'),
('E29990','74'),
('E29790','74'),
('E30010','74'),
('S70573','Y45'),
('S70036','Y45'),
('S13933','Y45'),
('S70574','Y45'),
('E30110','87'),
('E30100','87'),
('N26838','P16'),
('N26840','P16'),
('N26842','P16'),
('N26844','P16'),
('N26846','P16'),
('E30175','78'),
('E30175','P16'),
('E30175','P78'),
('N26832','P16'),
('N26856','P16'),
('N26834','P16'),
('N26836','P16'),
('E70344','P16'),
('E30028','P16'),
('E26831','P16'),
('E30032','P16'),
('E70361','P16'),
('E30125','P16'),
('E30035','P16'),
('E30039','P16'),
('E70437','P16'),
('E70433','P16'),
('E70438','P16'),
('E70735','P16'),
('E70362','P16'),
('E30185','78'),
('E30185','P16'),
('E30185','P78'),
('N26852','P16'),
('N26860','P16'),
('N26862','P16'),
('N26864','P16'),
('N26858','P16'),
('E30029','P16'),
('E30033','P16'),
('E30126','P16'),
('E30036','P16'),
('E30040','P16'),
('E70432','P16'),
('E70436','P16'),
('E70431','P16'),
('E70430','P16'),
('N26854','P16'),
('E30240','71'),
('E30240','P71'),
('E30247','71'),
('E30247','P71'),
('E30250','71'),
('E30260','71'),
('E30260','P71'),
('E30300','P12'),
('E30320','P12'),
('E30375','P12'),
('E30385','P12'),
('E30425','P12'),
('E30430','P12'),
('E30440','P12'),
('E70143','P12'),
('E30460','P12'),
('E30480','P12'),
('E30490','P12'),
('E30310','P12'),
('E30510','P12'),
('E30530','P12'),
('E30600','P12'),
('E30540','P12'),
('E30545','P12'),
('E30550','P12'),
('E30580','P12'),
('E30590','P12'),
('S24060','Y46'),
('S24060','Y49'),
('S24355','Y46'),
('S24355','Y49'),
('S24070','Y46'),
('S24070','Y49'),
('S24260','Y46'),
('S24260','Y49'),
('S24525','Y46'),
('S24525','Y49'),
('S24080','51'),
('S24080','Y46'),
('S23530','51'),
('S23530','Y46'),
('S23550','Y46'),
('S23540','51'),
('S23540','Y46'),
('S70006','Y46'),
('S70006','Y49'),
('S23570','51'),
('S23570','Y1'),
('S23570','Y46'),
('S23570','Y49'),
('S23620','Y1'),
('S23620','Y46'),
('S23625','Y46'),
('S23630','Y46'),
('S23640','Y1'),
('S23640','Y46'),
('S23640','Y49'),
('S23515','Y46'),
('S23660','55'),
('S23660','Y1'),
('S23660','Y46'),
('W09620','20'),
('S23670','Y46'),
('S23680','51'),
('S23680','Y46'),
('S23720','51'),
('S23720','Y1'),
('S23720','Y46'),
('S23730','Y46'),
('S23740','Y46'),
('S23760','51'),
('S23760','Y1'),
('S23760','Y46'),
('S23770','Y1'),
('S23770','Y46'),
('S23770','Y49'),
('S23780','Y1'),
('S23780','Y46'),
('S23780','Y49'),
('S23810','Y45'),
('S23810','Y46'),
('S23810','Y47'),
('S23810','Y49'),
('S23860','51'),
('S23860','Y46'),
('S23880','Y46'),
('S23915','Y46'),
('S23910','Y1'),
('S23910','Y46'),
('S23940','Y1'),
('S23940','Y46'),
('S23940','Y49'),
('S23960','51'),
('S23960','Y46'),
('S23950','51'),
('S23950','Y46'),
('S24050','55'),
('S24050','Y46'),
('S23970','51'),
('S23970','Y46'),
('S23600','Y46'),
('S23600','Y49'),
('S24010','Y1'),
('S24010','Y46'),
('S24000','Y46'),
('S23790','55'),
('S23790','Y46'),
('S24013','Y46'),
('S24430','Y46'),
('S24015','Y46'),
('S24025','Y46'),
('S24025','Y49'),
('S24495','55'),
('S24495','Y46'),
('S24100','55'),
('S24100','Y46'),
('S24110','55'),
('S24110','Y46'),
('W70130','20'),
('S24150','Y46'),
('S24150','Y49'),
('S24160','51'),
('S24160','Y46'),
('S24190','51'),
('S24190','Y46'),
('S24200','51'),
('S24200','Y46'),
('W09795','21'),
('S23900','Y46'),
('S24630','Y46'),
('S24630','Y49'),
('S24550','51'),
('S24550','Y46'),
('S24280','51'),
('S24280','Y46'),
('S24285','Y46'),
('S24300','51'),
('S24300','Y1'),
('S24300','Y46'),
('S24340','55'),
('S24340','Y1'),
('S24340','Y46'),
('S24350','Y46'),
('S24360','51'),
('S24360','Y46'),
('S24390','51'),
('S24390','Y1'),
('S24390','Y46'),
('S24420','51'),
('S24420','Y1'),
('S24420','Y46'),
('S23850','51'),
('S23850','Y46'),
('S24470','Y46'),
('S24480','Y1'),
('S24480','Y46'),
('S24515','Y46'),
('S23965','55'),
('S23965','Y46'),
('S70588','Y46'),
('S70588','Y49'),
('S24590','51'),
('S24590','Y46'),
('W09797','21'),
('S70270','51'),
('S70385','55'),
('S70314','55'),
('S70388','55'),
('S25098','Y47'),
('S25098','Y49'),
('S70389','55'),
('S25160','Y47'),
('S25160','Y49'),
('S25099','Y47'),
('S25099','Y49'),
('S25170','Y47'),
('S25170','Y49'),
('S70318','55'),
('S70313','55'),
('S70319','55'),
('S70383','55'),
('S70317','55'),
('S70316','55'),
('S25140','Y47'),
('S25140','Y49'),
('S25109','Y47'),
('S25109','Y49'),
('S70384','55'),
('S70320','55'),
('S70386','55'),
('S70387','55'),
('E32227','57'),
('E32222','57'),
('E32224','57'),
('E32226','57'),
('N27620','1'),
('N27905','O12'),
('W10165','26'),
('W10165','27'),
('W10166','26'),
('W10166','27'),
('W10215','26'),
('W10215','27'),
('S25460','53'),
('S25460','53L'),
('S25470','53'),
('S25470','53L'),
('S25480','53'),
('S25480','53L'),
('S25490','53'),
('S25490','53L'),
('S25510','53'),
('S25510','53L'),
('S25520','53'),
('S25520','53L'),
('S25530','53'),
('S25530','53L'),
('S25570','53'),
('S25570','53L'),
('S25580','53'),
('S25580','53L'),
('E32240','83'),
('S25590','56'),
('S25590','57'),
('S25610','56'),
('S25610','57'),
('S25660','56'),
('S25660','57'),
('S25670','56'),
('S25670','57'),
('S25680','56'),
('S25680','57'),
('S25710','56'),
('S25710','57'),
('W10475','21'),
('W10460','21'),
('W10340','21'),
('W10290','21'),
('W10310','21'),
('W10320','21'),
('W10330','21'),
('W10350','21'),
('W10370','21'),
('W10380','21'),
('W10390','21'),
('W10500','21'),
('W10410','21'),
('W10420','21'),
('W10450','21'),
('W10470','21'),
('W10520','21'),
('W10615','21'),
('W10600','21'),
('W10530','21'),
('W10270','21'),
('W10270','22'),
('W10300','21'),
('W10550','21'),
('W10620','21'),
('W10580','21'),
('W10590','21'),
('W10610','21'),
('W10630','21'),
('N28040','6'),
('N28050','6'),
('N28060','6'),
('N28065','6'),
('N28080','6'),
('N28090','6'),
('N28100','6'),
('N28110','4'),
('N28110','O5'),
('N28130','4'),
('N28120','4'),
('N28120','O5'),
('N28150','4'),
('N28180','4'),
('N28200','4'),
('N28205','4'),
('N71267','4'),
('N28220','4'),
('N28220','O5'),
('N28230','4'),
('N28230','O5'),
('N28240','4'),
('N28240','O5'),
('N28250','4'),
('N28270','4'),
('N28280','4'),
('N71266','4'),
('N28290','4'),
('N28290','O5'),
('E30277','P76'),
('E30270','P76'),
('N28460','17'),
('N28590','17'),
('E30275','P76'),
('E30276','P76'),
('E30297','P76'),
('S25850','P76'),
('N71258','17'),
('N28540','17'),
('E30285','P76'),
('N28570','17'),
('E32299','68'),
('E32299','P68'),
('E32291','68'),
('E32291','P68'),
('E32302','68'),
('E32302','P68'),
('E32303','68'),
('E32303','P68'),
('E32292','68'),
('E32292','P68'),
('E32293','68'),
('E32293','P68'),
('E32275','68'),
